,names,release,runtime,scores,user_score
535,Sweeney Todd: The Demon Barber of Fleet Street,21-Dec-07,116,83,7.6
536,Court,15-Jul-15,116,83,8.3
537,Trainspotting,19-Jul-96,94,83,8.9
538,"20,000 Days on Earth",17-Sep-14,97,83,6.5
539,Election,23-Apr-99,103,83,8.9
540,Creed,25-Nov-15,133,82,8.1
541,La Camioneta: The Journey of One American School Bus,31-May-13,0,82,0
542,Monsieur Lazhar,13-Apr-12,94,82,7.6
543,Venus,21-Dec-06,95,82,7.5
544,The Second Mother,28-Aug-15,112,82,8.7
545,These Birds Walk,1-Nov-13,71,82,0
546,Rivers and Tides: Andy Goldsworthy Working with Time,2-Jan-02,90,82,8.5
547,Unforgiven,7-Aug-92,131,82,8.5
548,Ajami,3-Feb-10,120,82,8.2
549,Viola,12-Jul-13,65,82,0
550,127 Hours,5-Nov-10,94,82,8.1
551,Tell No One,2-Jul-08,131,82,7.5
552,The Illusionist,25-Dec-10,80,82,7.6
553,The Deep Blue Sea,23-Mar-12,98,82,6.4
554,The End of the Tour,31-Jul-15,106,82,7.8
555,Enron: The Smartest Guys in the Room,22-Apr-05,109,82,8.4
556,Ornette: Made in America (1985),31-Aug-12,85,82,0
557,"Good Bye, Dragon Inn",17-Sep-04,82,82,5.5
558,Safe Conduct,11-Oct-02,170,82,0
559,Leaving Las Vegas,27-Oct-95,111,82,8.9
560,Duma,5-Aug-05,100,82,8.5
561,The Constant Gardener,31-Aug-05,129,82,7
562,Short Term 12,23-Aug-13,96,82,8.6
563,Parenthood,2-Aug-89,124,82,8.4
564,Memories of Murder,24-Jun-05,132,82,8.1
565,Sugar,3-Apr-09,120,82,7.9
566,The Wind That Shakes the Barley,16-Mar-07,127,82,7.9
567,Face/Off,27-Jun-97,138,82,8.9
568,The Lobster,13-May-16,119,82,6.7
569,Pride & Prejudice,11-Nov-05,127,82,8.7
570,The Squid and the Whale,5-Oct-05,81,82,7.4
571,Winged Migration,18-Apr-03,89,82,8.7
572,Quince Tree of the Sun,5-May-00,133,82,0
573,The School of Rock,3-Oct-03,108,82,8.8
574,Star Trek,7-May-09,127,82,8
575,Manhattan,14-Mar-79,96,82,8.3
576,Frances Ha,17-May-13,86,82,7.7
577,The Namesake,9-Mar-07,122,82,8
578,A Hijacking,21-Jun-13,103,82,7.4
579,In the Family,22-Apr-12,169,82,6.9
580,Hunger,5-Dec-08,96,82,8
581,Cold Comfort Farm,10-May-96,95,82,8
582,Dear Zachary: A Letter to a Son About His Father,31-Oct-08,95,82,8.4
583,Anvil! The Story of Anvil,10-Apr-09,80,82,8.3
584,The Trip,10-Jun-11,109,82,6.6
585,Harry Potter and the Prisoner of Azkaban,4-Jun-04,141,82,7.7
586,La Promesse (The Promise),16-May-97,93,82,8.8
587,Levitated Mass,5-Sep-14,88,82,0
588,Michael Clayton,5-Oct-07,119,82,7.7
589,Forrest Gump,6-Jul-94,142,82,7.5
590,Downfall,18-Feb-05,156,82,8.6
591,The Spectacular Now,2-Aug-13,95,82,8.1
592,Let the Right One In,24-Oct-08,115,82,8.8
593,Rams,3-Feb-16,93,82,7.5
594,Certified Copy,11-Mar-11,106,82,7.8
595,The Celebration,9-Oct-98,105,82,8.7
596,Taxi to the Dark Side,18-Jan-08,106,82,7.9
597,Nuts!,22-Jun-16,79,82,0
598,Down and Out in Beverly Hills,31-Jan-86,103,82,7.5
599,Footnote,9-Mar-12,103,82,6.2
600,Steve Jobs,9-Oct-15,122,82,6.9
601,Marley,20-Apr-12,144,82,8.1
602,The White Ribbon,30-Dec-09,144,82,8
603,The Agronomist,23-Apr-04,90,82,8.4
604,Touching the Void,23-Jan-04,106,82,8.5
605,Three Kings,1-Oct-99,114,82,8.8
606,Rachel Getting Married,3-Oct-08,113,82,5.6
607,Le Havre,21-Oct-11,103,82,7.1
608,To Be Heard,14-Oct-11,86,82,0
609,Embrace of the Serpent,17-Feb-16,125,82,7.7
610,Under African Skies,11-May-12,108,82,0
611,Side by Side,17-Aug-12,99,82,8.2
612,Days of Glory,6-Dec-06,120,82,7.5
613,My Summer of Love,17-Jun-05,86,82,8.8
614,Closet Monster,23-Sep-16,90,82,8.1
615,Approaching the Elephant,20-Feb-15,89,82,0
616,"Flamenco, Flamenco",21-Nov-14,97,82,0
617,Archipelago,27-Jun-14,114,82,0
618,Mysteries of Lisbon,5-Aug-11,272,82,5.9
619,Mademoiselle Chambon,28-May-10,101,82,7.7
620,Burma VJ: Reporter i et lukket land,20-May-09,84,82,8.2
621,The Dark Knight,18-Jul-08,152,82,8.9
622,The Return,6-Feb-04,105,82,8.3
623,Lilya 4-Ever,18-Apr-03,109,82,8.4
624,Sur mes lèvres,5-Jul-02,115,82,7.7
625,Get Shorty,25-Oct-95,105,82,8.9
626,Frozen River,1-Aug-08,97,82,8
627,Drugstore Cowboy,6-Oct-89,102,82,8.9
628,Love Is Strange,22-Aug-14,94,82,7
629,The Twilight Samurai,23-Apr-04,129,82,8.5
630,Concert for George,3-Oct-03,146,82,8.6
631,Late Marriage,17-May-02,102,82,7.2
632,Waking Life,19-Oct-01,99,82,7.9
633,One Day in September,17-Nov-00,94,82,8.2
634,Requiem,20-Oct-06,89,82,7.9
635,Animal House,28-Jul-78,109,82,7.8
636,Blancanieves,29-Mar-13,104,82,8
637,Chicago,27-Dec-02,113,82,8
638,Once Upon a Time in Anatolia,4-Jan-12,150,82,8.1
639,Stranger by the Lake,24-Jan-14,97,82,6.5
640,Ten Canoes,1-Jun-07,90,82,6.4
641,Gilles' Wife,16-Nov-05,103,82,8.2
642,The Maid,16-Oct-09,95,82,8.4
643,Cowards Bend the Knee or The Blue Hands,11-Aug-04,60,82,5.2
644,Merci pour le Chocolat,31-Jul-02,99,82,6.7
645,The Filth and the Fury,7-Apr-00,108,82,8.3
646,A Simple Plan,11-Dec-98,121,82,7.3
647,Eastern Promises,14-Sep-07,100,82,7
648,Sicario,18-Sep-15,121,82,8.1
649,George Washington,27-Oct-00,89,82,8.1
650,Eden,19-Jun-15,131,82,6.3
651,Stranded: I've Come from a Plane That Crashed on the Mountains,22-Oct-08,130,82,7.6
652,At Berkeley,8-Nov-13,244,81,0
653,Experimenter,16-Oct-15,98,81,7.6
654,The Revolution Will Not Be Televised,5-Nov-03,74,81,6.5
655,A History of Violence,23-Sep-05,96,81,7.4
656,A Mighty Wind,16-Apr-03,91,81,7.5
657,Mulholland Dr.,12-Oct-01,147,81,6.8
658,The Damned United,9-Oct-09,98,81,8.5
659,Georgia,8-Dec-95,115,81,8.8
660,Juno,5-Dec-07,96,81,8.3
661,Wadjda,13-Sep-13,98,81,7.4
662,Your Name,TBA,106,81,0
663,Arrival,11-Nov-16,116,81,8.1
664,Elena,30-May-14,80,81,7.9
665,Blue Valentine,29-Dec-10,120,81,6.7
666,"Arabian Nights: Volume 2, The Desolate One",11-Dec-15,131,81,0
667,Master and Commander: The Far Side of the World,14-Nov-03,138,81,6.1
668,Four Weddings and a Funeral,9-Mar-94,117,81,8.6
669,The Secret of Kells,5-Mar-10,75,81,7.6
670,Top Five,12-Dec-14,102,81,6.8
671,Pete Seeger: The Power of Song,14-Sep-07,93,81,8.4
672,Certain Women,14-Oct-16,107,81,5.9
673,Katyn,18-Feb-09,121,81,7.7
674,Coming Home,9-Sep-15,109,81,7.5
675,Locke,25-Apr-14,85,81,7.8
676,Bridge of Spies,16-Oct-15,141,81,7.7
677,Shaun the Sheep Movie,5-Aug-15,85,81,8.6
678,White Material,19-Nov-10,106,81,6.4
679,The Station Agent,3-Oct-03,89,81,8.7
680,Foxcatcher,14-Nov-14,129,81,7.1
681,Twinsters,17-Jul-15,89,81,7.7
682,Beginners,3-Jun-11,105,81,8.1
683,Bamako,14-Feb-07,115,81,7
684,Autumn Tale,6-Aug-99,112,81,0
685,Bright Star,16-Sep-09,119,81,7.3
686,The Headless Woman,19-Aug-09,87,81,6.5
687,Weekend,23-Sep-11,96,81,8.5
688,Under the Sun,6-Jul-16,106,81,6.3
689,Wrinkles,4-Jul-14,89,81,7
690,Juliet of the Spirits (re-release),18-May-01,137,81,7.7
691,Il Divo,24-Apr-09,110,81,7.1
692,Leviathan,1-Mar-13,87,81,6
693,Fish Tank,15-Jan-10,123,81,7.5
694,Little Shop of Horrors,19-Dec-86,94,81,7.7
695,No,15-Feb-13,118,81,7.3
696,My Architect,12-Nov-03,116,81,8.2
697,Hot Fuzz,20-Apr-07,121,81,8.7
698,Django Unchained,25-Dec-12,165,81,8.6
699,Sister,5-Oct-12,97,81,6.9
700,"Police, Adjective",23-Dec-09,113,81,5.9
701,A Girl Walks Home Alone at Night,21-Nov-14,99,81,7.1
702,Wattstax (re-released),6-Jun-03,98,81,8
703,The Hours,27-Dec-02,114,81,8.5
704,Grin Without a Cat,1-May-02,240,81,0
705,Happiness,16-Oct-98,134,81,3.1
706,The Big Short,11-Dec-15,130,81,8.2
707,Black Orpheus,24-Feb-06,100,81,7.8
708,The Devil's Miner,17-Mar-06,82,81,8.2
709,Closed Curtain,9-Jul-14,106,81,5.1
710,A Pigeon Sat on a Branch Reflecting on Existence,3-Jun-15,101,81,7.1
711,The Wailing,3-Jun-16,156,81,7.5
712,The Empty Hours,11-Jul-14,101,81,0
713,Chris & Don. A Love Story,13-Jun-08,90,81,8.2
714,Still Life,18-Jan-08,111,81,7.9
715,Gimme the Loot,22-Mar-13,81,81,6.4
716,Tchoupitoulas,7-Dec-12,80,81,0
717,The Wrestler,17-Dec-08,109,81,8.1
718,Blood Simple,7-Jul-00,99,81,8.7
719,Cousin Jules,27-Nov-13,91,81,0
720,Skyfall,9-Nov-12,143,81,7.6
721,Thunder Soul,23-Sep-11,83,81,0
722,Of Time and the City,21-Jan-09,74,81,6.3
723,In the Company of Men,1-Aug-97,97,81,7.1
724,Consuming Spirits,12-Dec-12,136,81,0
725,Driving Miss Daisy,15-Dec-89,99,81,8.9
726,Upstream Color,5-Apr-13,96,81,6.9
727,Hunt for the Wilderpeople,24-Jun-16,101,81,7.8
728,Ballets Russes,26-Oct-05,118,81,8.4
729,Harry Potter and the Goblet of Fire,18-Nov-05,157,81,7.9
730,Hell and Back Again,1-Oct-11,88,81,6.7
731,In Jackson Heights,4-Nov-15,190,81,0
732,Daughters of the Dust,27-Dec-91,112,81,0
733,Hairspray,20-Jul-07,117,81,7.6
734,I'm the One That I Want,7-Jul-00,96,81,7.1
735,The Blair Witch Project,16-Jul-99,81,81,6.9
736,Flirting with Disaster,22-Mar-96,92,81,8.8
737,Il Postino: The Postman,14-Jun-95,108,81,7.7
738,King Kong,14-Dec-05,187,81,7.3
739,Goodnight Mommy,11-Sep-15,99,81,8.3
740,Bonnie and Clyde,13-Aug-67,112,81,8.8
741,Two Step,31-Jul-15,93,81,7.8
742,Inherent Vice,12-Dec-14,0,81,7.4
743,Starred Up,27-Aug-14,106,81,8
744,Midnight in Paris,20-May-11,100,81,8
745,A War,12-Feb-16,115,81,7.5
746,The World's End,23-Aug-13,109,81,7.8
747,"Tuesday, After Christmas",27-May-11,99,81,6
748,The Story of the Weeping Camel,4-Jun-04,0,81,8.6
749,Chaos,29-Jan-03,109,81,8.6
750,Crimson Gold,16-Jan-03,95,81,7.8
751,Faat Kiné,30-Mar-01,120,81,0
752,District 9,14-Aug-09,112,81,8.1
753,The World,1-Jul-05,143,81,8.1
754,Paprika,25-May-07,90,81,8.2
755,Ai Weiwei: Never Sorry,27-Jul-12,91,81,7.9
756,"Right Now, Wrong Then",24-Jun-16,121,81,7
757,Bad Education,19-Nov-04,106,81,7.9
758,"You, the Living",29-Jul-09,95,81,7
759,Silver Linings Playbook,16-Nov-12,122,81,8.7
760,"Norte, the End of History",20-Jun-14,250,81,7.6
761,Buena Vista Social Club,4-Jun-99,105,81,7.7
762,Elaine Stritch: Shoot Me,21-Feb-14,80,81,7.9
763,Waiting for 'Superman',24-Sep-10,111,81,7.4
764,Star Wars: Episode VII - The Force Awakens,18-Dec-15,135,81,6.9
765,Encounters at the End of the World,11-Jun-08,99,80,7.7
766,Shake Hands with the Devil: The Journey of Roméo Dallaire,18-May-05,90,80,8.2
767,The Martian,2-Oct-15,144,80,8
768,The Last Temptation of Christ,12-Aug-88,164,80,7.3
769,Neon Bull,8-Apr-16,101,80,8.5
770,Tom Dowd & the Language of Music,16-Jan-04,82,80,0
771,Kiss of the Spider Woman (re-release),29-Jun-01,120,80,7.3
772,On the Ropes,24-Sep-99,94,80,0
773,Wendy and Lucy,10-Dec-08,80,80,6.1
774,Junebug,3-Aug-05,106,80,8.1
775,The Assassin,16-Oct-15,105,80,6.5
776,Café Lumière,10-Jun-05,103,80,7.5
777,Dead Man Walking,29-Dec-95,122,80,7.7
778,Promises,15-Mar-02,106,80,8.2
779,Love and Death on Long Island,6-Mar-98,94,80,6.6
780,"Food, Inc.",12-Jun-09,94,80,8.4
781,Three Times,26-Apr-06,120,80,6.2
782,Tony Takitani,29-Jul-05,75,80,8.1
783,The Secret World of Arrietty,17-Feb-12,94,80,8.1
784,Everlasting Moments,6-Mar-09,131,80,7.7
785,We Come as Friends,14-Aug-15,110,80,0
786,Melancholia,11-Nov-11,3,80,6.4
787,The Untold Story of Emmett Louis Till,17-Aug-05,70,80,0
788,The Godfather: Part II,12-Dec-74,200,80,9
789,Gleason,29-Jul-16,110,80,8.8
790,The Queen of Versailles,20-Jul-12,100,80,8
791,Theeb,6-Nov-15,100,80,6.9
792,Incendies,22-Apr-11,130,80,8.2
793,The Wild Parrots of Telegraph Hill,11-Feb-05,83,80,8.5
794,Moana,23-Nov-16,113,80,8.1
795,Nine Queens,19-Apr-02,114,80,8.8
796,The Color of Paradise,24-Mar-00,90,80,8.3
797,A Fish Called Wanda,29-Jul-88,108,80,8.8
798,The Turin Horse,10-Feb-12,146,80,8.3
799,She's Beautiful When She's Angry,5-Dec-14,92,80,8.8
800,Casino Royale,17-Nov-06,144,80,8.5
801,Concerning Violence,5-Dec-14,78,80,0
802,Cinema Paradiso,1-Mar-90,155,80,8.9
803,The Strange Little Cat,1-Aug-14,72,80,8
804,"Arabian Nights: Volume 1, The Restless One",4-Dec-15,125,80,7.6
805,Saraband,8-Jul-05,0,80,8.1
806,Pervert Park,20-May-16,77,80,0
807,Love & Mercy,5-Jun-15,121,80,8.2
808,Nine Lives,14-Oct-05,115,80,6.8
809,Charlie: The Life and Art of Charles Chaplin,13-Feb-04,132,80,7.9
810,Gimme Shelter (re-release),11-Aug-00,91,80,8.2
811,Wild Reeds,10-May-95,110,80,0
812,A Bronx Tale,23-Sep-93,121,80,8.9
813,Cabaret,13-Feb-72,124,80,8.4
814,Peter and the Farm,4-Nov-16,91,80,0
815,True Grit,22-Dec-10,110,80,7.8
816,The Secret in Their Eyes,16-Apr-10,127,80,8.6
817,Bigger Stronger Faster*,30-May-08,105,80,7.6
818,What Richard Did,10-May-13,88,80,6.3
819,I Wish,11-May-12,128,80,8.1
820,Iris,29-Apr-15,80,80,7.6
821,Henry: Portrait of a Serial Killer,5-Jan-90,83,80,0
822,Spellbound,30-Apr-03,97,80,8
823,Rabbit-Proof Fence,29-Nov-02,94,80,7.7
824,Big Night,20-Sep-96,107,80,8.8
825,A Room with a View,1-Apr-86,117,80,7.9
826,Going Clear: Scientology and the Prison of Belief,13-Mar-15,119,80,8.4
827,White God,27-Mar-15,121,80,7.3
828,My Dog Tulip,1-Sep-10,83,80,6.8
829,Once Upon a Time in the West (re-release),30-Sep-05,175,80,8.3
830,Central Station,20-Nov-98,113,80,8.8
831,Whale Rider,6-Jun-03,101,80,6.4
832,The Mill and the Cross,14-Sep-11,92,80,6.6
833,Sunset Story,4-Feb-05,73,80,7.2
834,Miss Bala,14-Oct-11,113,80,6.7
835,Howl's Moving Castle,10-Jun-05,119,80,8.8
836,The Simpsons Movie,27-Jul-07,87,80,7.6
837,Off the Rails,4-Nov-16,86,80,0
838,Riding Giants,9-Jul-04,105,80,8.5
839,Jung (War) in the Land of the Mujaheddin,23-Nov-01,114,80,0
840,Set Me Free,14-Apr-00,95,80,7.4
841,Boy and the World,11-Dec-15,0,80,7.9
842,Finders Keepers,25-Sep-15,82,80,0
843,Room 237,29-Mar-13,102,80,6.2
844,Lady Chatterley,22-Jun-07,168,80,6.9
845,The Band's Visit,8-Feb-08,87,80,8.3
846,Call Me Kuchu,14-Jun-13,87,80,6
847,Coraline,6-Feb-09,100,80,8.6
848,Berberian Sound Studio,14-Jun-13,92,80,7
849,In the Mirror of Maya Deren,24-Jan-03,103,80,0
850,Glengarry Glen Ross,29-Sep-92,100,80,8.3
851,Tokyo Sonata,13-Mar-09,120,80,8.4
852,Il Futuro,6-Sep-13,94,80,6.5
853,Tristram Shandy: A Cock and Bull Story,27-Jan-06,94,80,6
854,"Good Night, and Good Luck.",7-Oct-05,93,80,7.4
855,Mad Max Beyond Thunderdome,10-Jul-85,107,80,6.3
856,The Pearl Button,23-Oct-15,82,80,0
857,Deep Water,24-Aug-07,92,80,8.2
858,Lorna's Silence,31-Jul-09,105,80,6.7
859,The Shawshank Redemption,1-Sep-94,142,80,9.1
860,Star Wars: Episode V - The Empire Strikes Back,21-May-80,124,80,9
861,Memento,16-Mar-01,113,80,9
862,Demon,9-Sep-16,94,80,0
863,Goodbye First Love,20-Apr-12,110,80,7.1
864,Little Miss Sunshine,26-Jul-06,101,80,7.4
865,Sweetgrass,6-Jan-10,101,80,0
866,Another Year,29-Dec-10,129,80,7.4
867,The Four Times (Le Quattro Volte),30-Mar-11,88,80,7
868,The Last of the Unjust,13-Dec-13,220,80,0
869,West of Memphis,25-Dec-12,147,80,6.5
870,"Arabian Nights: Volume 3, The Enchanted One",18-Dec-15,125,80,0
871,Which Way Is the Front Line from Here? The Life and Time of Tim Hetherington,12-Apr-13,78,80,0
872,Frost/Nixon,5-Dec-08,122,80,7.8
873,Siddhartha (re-release),27-Sep-02,89,80,8.3
874,Minority Report,21-Jun-02,145,80,7
875,Last Resort,23-Feb-01,73,80,7.2
876,The Man Who Fell to Earth,28-May-76,139,80,6.8
877,Senna,12-Aug-11,106,79,8.6
878,Beyond the Hills,8-Mar-13,150,79,7.4
879,Glen Campbell: I'll Be Me,24-Oct-14,116,79,7.8
880,The Sessions,19-Oct-12,95,79,7.6
881,March of the Penguins,24-Jun-05,80,79,8
882,Winter on Fire: Ukraine's Fight for Freedom,9-Oct-15,102,79,6.4
883,Jonestown: The Life and Death of Peoples Temple,20-Oct-06,86,79,8
884,Oasis,7-May-04,133,79,8.5
885,City of God,17-Jan-03,130,79,8.9
886,Dinner Rush,28-Sep-01,99,79,7.1
887,Spring Forward,1-Dec-00,110,79,8.5
888,Two Family House,6-Oct-00,108,79,0
889,Pariah,28-Dec-11,86,79,6.8
890,Stray Dog,3-Jul-15,98,79,0
891,Pride,26-Sep-14,120,79,7.8
892,Precious: Based on the Novel 'Push' by Sapphire,6-Nov-09,0,79,8
893,Hotel Rwanda,22-Dec-04,121,79,8.8
894,Photographic Memory,12-Oct-12,87,79,0
895,Joan Rivers: A Piece of Work,11-Jun-10,84,79,8.1
896,Baran,7-Dec-01,94,79,8.4
897,Chunhyangdyun,29-Dec-00,120,79,7.6
898,High Fidelity,31-Mar-00,113,79,8.8
899,Short Cuts,3-Oct-93,187,79,7.2
900,The Fly,15-Aug-86,96,79,8.1
901,The Black Panthers: Vanguard of the Revolution,2-Sep-15,115,79,5.5
902,Coriolanus,2-Dec-11,2,79,6.9
903,Counting,31-Jul-15,111,79,0
904,A Most Violent Year,31-Dec-14,125,79,7
905,Gone Girl,3-Oct-14,149,79,8.2
906,Mountains May Depart,12-Feb-16,131,79,6.8
907,The Central Park Five,23-Nov-12,119,79,7.9
908,Wagner's Dream,20-Jul-12,115,79,0
909,Kinsey,12-Nov-04,118,79,6.7
910,"Christmas, Again",3-Dec-15,80,79,7.7
911,Gabrielle,14-Jul-06,90,79,5.5
912,War Photographer,19-Jun-02,96,79,0
913,Sexy Beast,13-Jun-01,89,79,7.2
914,Beautiful People,18-Feb-00,107,79,7.5
915,The War of the Roses,1-Dec-89,116,79,8.9
916,Policeman,13-Jun-14,105,79,7.1
917,Harvard Beats Yale 29-29,19-Nov-08,105,79,8
918,Dear White People,17-Oct-14,108,79,6.1
919,Broken Flowers,5-Aug-05,106,79,6.1
920,Loving,4-Nov-16,123,79,7.8
921,I've Loved You So Long,24-Oct-08,117,79,7.7
922,The Crash Reel,5-Jul-13,108,79,8.3
923,Hitchcock/Truffaut,2-Dec-15,79,79,7.5
924,The Order of Myths,25-Jul-08,97,79,0
925,Moving Midway,12-Sep-08,95,79,0
926,Flags of Our Fathers,20-Oct-06,132,79,7.1
927,Reprise,16-May-08,105,79,7.1
928,Bright Leaves,25-Aug-04,107,79,6.3
929,What Time Is It Over There?,11-Jan-02,116,79,7.6
930,The People vs. Larry Flynt,25-Dec-96,129,79,8.7
931,The Thin Blue Line,1-Sep-88,103,79,8.5
932,A Serious Man,2-Oct-09,106,79,6.7
933,Look at Me,1-Apr-05,110,79,7.2
934,Summer Palace,18-Jan-08,158,79,5.6
935,Wings of Desire,6-May-88,128,79,8.5
936,The Fighter,10-Dec-10,115,79,8.1
937,Jodorowsky's Dune,21-Mar-14,90,79,8.5
938,The Five Obstructions,26-May-04,90,79,6.9
939,Beasts of No Nation,16-Oct-15,137,79,8.3
940,Tu Dors Nicole,29-May-15,93,79,7.2
941,Iron Monkey,12-Oct-01,85,79,8.7
942,The Visitor,11-Apr-08,104,79,8
943,Green Room,15-Apr-16,95,79,7.2
944,Don't Think I've Forgotten: Cambodia's Lost Rock and Roll,22-Apr-15,105,79,0
945,Poltergeist,4-Jun-82,114,79,8.7
946,Colliding Dreams,4-Mar-16,134,79,0
947,Iron Man,2-May-08,126,79,8.6
948,Deceptive Practices: The Mysteries and Mentors of Ricky Jay,17-Apr-13,0,79,8.4
949,Silent Light,7-Jan-09,136,79,7.8
950,Control Room,21-May-04,84,79,8
951,Tarzan,18-Jun-99,88,79,7.8
952,The Winslow Boy,30-Apr-99,104,79,7.9
953,Only Lovers Left Alive,11-Apr-14,123,79,7.5
954,So Much So Fast,11-Oct-06,87,79,0
955,In a World...,9-Aug-13,93,79,6.5
956,Terms of Endearment,23-Nov-83,132,79,8
957,Dawn of the Planet of the Apes,11-Jul-14,130,79,8.2
958,The Untouchables,3-Jun-87,119,79,8.7
959,IMAX: Hubble 3D,19-Mar-10,40,79,8.6
960,Blind Spot. Hitler's Secretary,24-Jan-03,90,79,7.3
961,The Piano Teacher,29-Mar-02,131,79,8
962,Trolösa,26-Jan-01,142,79,7.6
963,Into the Arms of Strangers: Stories of the Kindertransport,15-Sep-00,122,79,7.4
964,Praise,23-Jun-00,98,79,0
965,Affliction,30-Dec-98,114,79,8.6
966,Dead Poets Society,16-Jun-89,128,79,8.3
967,Sing Street,15-Apr-16,106,79,8.5
968,American Honey,30-Sep-16,163,79,8.4
969,Life of Pi,21-Nov-12,127,79,7.9
970,Let Me In,1-Oct-10,116,79,8.6
971,For Those in Peril,3-Oct-14,92,79,0
972,Chats perchés,20-Dec-06,59,79,0
973,The Witness,3-Jun-16,89,79,0
974,The Lost City of Z,21-Apr-17,140,79,0
975,Birders: The Central Park Effect ,18-Jan-13,0,79,0
976,Fill the Void,24-May-13,90,79,6.5
977,Keep the Lights On,7-Sep-12,101,79,8.1
978,Mother,12-Mar-10,128,79,8.1
979,Free Willy,16-Jul-93,112,79,7.4
980,Joe Strummer: The Future Is Unwritten,2-Nov-07,124,79,7.9
981,Searching for Sugar Man,29-Jun-12,86,79,8.3
982,I Am Love,18-Jun-10,120,79,7.1
983,Keane,9-Sep-05,100,79,7.7
984,The Law in These Parts,14-Nov-12,0,79,0
985,Va Savoir (Who Knows?),29-Sep-01,154,79,7.4
986,Manufactured Landscapes,20-Jun-07,80,79,7.3
987,Li'l Quinquin,2-Jan-15,200,79,7.6
988,Brand Upon the Brain!,9-May-07,95,79,7.4
989,One Flew Over the Cuckoo's Nest,19-Nov-75,133,79,8.8
990,MASH,25-Jan-70,116,79,7.2
991,Black Swan,3-Dec-10,108,79,8
992,Our Children,2-Aug-13,111,79,0
993,"Monsters, Inc.",2-Nov-01,92,78,8.7
994,Hilary and Jackie,30-Dec-98,121,78,8.4
995,Drive,16-Sep-11,100,78,8.1
996,Indignation,29-Jul-16,110,78,7.6
997,Bird,30-Sep-88,161,78,7.7
998,A Brief History of Time,21-Aug-92,80,78,0
999,Enough Said,18-Sep-13,93,78,7.6
1000,28 Weeks Later,11-May-07,99,78,7
1001,Clouds of Sils Maria,10-Apr-15,124,78,7.1
1002,The Age of Shadows,23-Sep-16,140,78,6.1
1003,The Boys: The Sherman Brothers' Story,22-May-09,101,78,7.7
1004,Control,10-Oct-07,122,78,7.6
1005,Private Property,18-May-07,95,78,8.2
1006,Deep Sea,3-Mar-06,41,78,8.4
1007,Henri Langlois: The Phantom of the Cinematheque,12-Oct-05,128,78,0
1008,My Flesh and Blood,28-Nov-03,83,78,8.6
1009,Eureka,4-May-01,217,78,6
1010,The House of Mirth,22-Dec-00,140,78,8.3
1011,Starting Out in the Evening,23-Nov-07,111,78,7.6
1012,Head-On,21-Jan-05,121,78,8.4
1013,Lightning in a Bottle,22-Oct-04,103,78,0
1014,The Eyes of My Mother,2-Dec-16,76,78,0
1015,Beware of Mr. Baker,28-Nov-12,0,78,7.2
1016,Aberdeen,17-Aug-01,106,78,7.4
1017,The Deep End,8-Aug-01,101,78,6.6
1018,The Taste of Others,9-Feb-01,112,78,7.1
1019,Thirteen,2-Jun-00,87,78,8.4
1020,In the Fog,14-Jun-13,127,78,6.9
1021,My Joy,30-Sep-11,127,78,7.2
1022,Funny Ha Ha,29-Apr-05,89,78,5.2
1023,Before I Forget,18-Jul-08,108,78,0
1024,Welcome to Leith,9-Sep-15,85,78,7.8
1025,Into Great Silence,28-Feb-07,169,78,8.4
1026,The Last Man on the Moon,26-Feb-16,95,78,6.4
1027,The Innocents,1-Jul-16,115,78,7.7
1028,Blue Jasmine,26-Jul-13,98,78,7.7
1029,Racing Dreams,21-May-10,93,78,7
1030,Please Give,30-Apr-10,90,78,7.4
1031,Hellboy II: The Golden Army,11-Jul-08,120,78,7.4
1032,Tabu,26-Dec-12,118,78,6.8
1033,Painted Fire,14-Feb-03,120,78,7
1034,How I Killed My Father,23-Aug-02,98,78,0
1035,Lumumba,27-Jun-01,115,78,7.8
1036,Full Metal Jacket,26-Jun-87,116,78,7
1037,Rocks in My Pockets,3-Sep-14,88,78,0
1038,Speed,10-Jun-94,116,78,8.9
1039,Putty Hill,18-Feb-11,87,78,6.7
1040,Born Into Brothels: Calcutta's Red Light Kids,8-Dec-04,85,78,8.8
1041,Breathe,11-Sep-15,91,78,6.4
1042,Amanda Knox,30-Sep-16,92,78,7.1
1043,The Color Purple,18-Dec-85,154,78,7.6
1044,5 Broken Cameras,25-May-12,90,78,7.6
1045,Dirty Pretty Things,18-Jul-03,97,78,8.7
1046,Amandla! A Revolution in Four Part Harmony,19-Feb-03,108,78,0
1047,Punch-Drunk Love,11-Oct-02,95,78,7.1
1048,How to Draw a Bunny,9-Oct-02,90,78,0
1049,Diamond Men,28-Sep-01,100,78,7.9
1050,The Thin Red Line,8-Jan-99,170,78,8.2
1051,Reservoir Dogs,1-Oct-92,99,78,8.7
1052,Manhunter,22-Aug-86,119,78,8.1
1053,Halloween,25-Oct-78,91,78,8.9
1054,O'Horten,22-May-09,90,78,7.5
1055,Pray the Devil Back to Hell,7-Nov-08,72,78,7.1
1056,Born to Fly,10-Sep-14,82,78,0
1057,Under the Skin,4-Apr-14,108,78,6.8
1058,The Counterfeiters,22-Feb-08,98,78,7.9
1059,Roman Polanski: Wanted and Desired,11-Jul-08,99,78,7.4
1060,After the Wedding,30-Mar-07,120,78,8.1
